Năm Dữ Liệu (Year),Miền (Region),Vùng Kinh Tế (Zone),Tỉnh/Thành Phố (City),Mức Giá (Price),Diện Tích (Area),Địa Chỉ Chi Tiết (Address)
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,111 triệu/m²,180m²,"Dự án Saigon Mystery Villas, Phường Bình Trưng Tây, Quận 2, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,Bình Dương,504 triệu,100m²,"Đường ĐT 749C, Xã Lai Uyên, Bàu Bàng, Bình Dương"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1064 triệu,40m²,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.97 tỷ,63.8m²,"Dự án Centana Thủ Thiêm, Đường Nguyễn Thị Định, Quận 2, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,Bình Dương,2.24 tỷ,70m²,"Dự án Opal Boulevard, Đường Phạm Văn Đồng, Phường Bình An, Dĩ An, Bình Dương"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.15 tỷ,80m²,"Dự án Xi Grand Court, Phố Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.31 tỷ,55.76m²,"Dự án Kingsway Tower, Đường Số 5, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.34 tỷ,80m²,"Dự án Sun City, Đường Võ Văn Bích, Xã Tân Thạnh Đông, Củ Chi, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,Thỏa thuận,70m²,"Đường Số 7, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,14.34 tỷ,72m²,"Đường Lê Văn Sỹ, Quận 3, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.34 tỷ,44.5m²,"Dự án Eco Green Sài Gòn, Đường Nguyễn Văn Linh, Phường Tân Thuận Tây, Quận 7, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,12.88 tỷ,90m²,"Đường 25, Phường 10, Quận 6, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,4.26 tỷ,90.2m²,"Dự án Saigon Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,4.87 tỷ,135m²,"Dự án Imperia An Phú, Phường An Phú, Quận 2, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,Bà Rịa - Vũng Tàu,2.13 tỷ,283.5m²,"Đường Hùng Vương, Xã Phước Bửu, Xuyên Mộc, Bà Rịa Vũng Tàu"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.81 tỷ,35m²,"Đường Tân Thới Hiệp 7, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,761 triệu,130m²,"Đường Trần Văn Giàu, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,24.08 tỷ,100m²,"Số 5, Đường Phan Tôn, Phường Đa Kao, Quận 1, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,582 triệu,100m²,"Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,28 triệu/m²,65m²,"Dự án Carillon 7, Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Tân Phú, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,63.84 tỷ,6000m²,"Đường Ngô Quang Thắm, Xã Long Thới, Nhà Bè, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.88 tỷ,127m²,"Dự án Saigon Pearl, Đường Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.07 tỷ,67m²,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,75.04 tỷ,500m²,"Đường Xuân Thủy, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,Đồng Nai,Thỏa thuận,100m²,"Dự án Biên Hòa New City, Đường Quốc Lộ 51, Xã Phước Tân, Biên Hòa, Đồng Nai"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,4.09 tỷ,66.65m²,"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.02 tỷ,66m²,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,11.98 tỷ,90m²,"Phường Tân Phong, Quận 7, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.14 tỷ,33.6m²,"Đường Bình Long, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.71 tỷ,67.6m²,"Đường Phan Huy Ích, Phường 12, Tân Bình, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,9.18 tỷ,179m²,"Dự án Riverside Residence, Đường Nguyễn Lương Bằng, Phường Tân Phú, Quận 7, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1086 triệu,36m²,"Đường Thạnh Xuân 22, Quận 12, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,4.93 tỷ,72m²,"Dự án Kingdom 101, Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.35 tỷ,97m²,"Dự án The Era Town, Đường Nguyễn Lương Bằng, Phường Phú Mỹ, Quận 7, Hồ Chí Minh"
2021,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,8.51 tỷ,63m²,"Đường Lạc Long Quân, Phường 11, Tân Bình, Hồ Chí Minh"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.23 tỷ,100m²,"Đường Nguyễn Văn Tuôi, Bến Lức, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,683 triệu,200m²,"Dự án Bella Vista City, Đường Tỉnh lộ 8, Xã Đức Lập Hạ, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.62 tỷ,130m²,"Dự án KDC Tân Đô, Đường Tỉnh Lộ 10, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.79 tỷ,150m²,"Đường 824, Xã Đức Hoà Hạ, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,Thỏa thuận,42m²,"Dự án Movenpick Resort Phú Quốc, Phú Quốc, Kiên Giang"
2021,Miền Nam,Đồng bằng sông Cửu Long,Vĩnh Long,Thỏa thuận,100m²,"Dự án Vĩnh Long New Town, Phường 5, Vĩnh Long, Vĩnh Long"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,13.5 triệu/m²,100m²,"Dự án T&T Long Hậu, Xã Long Hậu, Cần Giuộc, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,12 triệu/m²,70m²,"Dự án Lago Centro, Đường Vành Đai 4, Xã Lương Bình, Bến Lức, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.62 tỷ,100m²,"Dự án Hải Sơn, Đường Trần Văn Giàu, Xã Đức Hoà Hạ, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,Thỏa thuận,200m²,"Phú Quốc, Kiên Giang"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,896 triệu,100m²,"Dự án KDC Tân Đô, Đường Tỉnh Lộ 10, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,5 triệu/m²,5086m²,"Đường Trung Đoàn, Xã Cửa Dương, Phú Quốc, Kiên Giang"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,4.35 tỷ,112.5m²,"Dự án Long Phú Residence, Đường Quốc lộ 1A, Thị trấn Bến Lức, Bến Lức, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,884 triệu,100m²,"Đường 835, Xã Phước Lợi, Bến Lức, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,10.3 triệu/m²,2200m²,"Đường Trần Hưng Đạo, Thị trấn Dương Đông, Phú Quốc, Kiên Giang"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.46 tỷ,130m²,"Dự án An Hạ Riverside, Xã Đức Hoà Hạ, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,15 triệu/m²,100m²,"Thị trấn Đức Hòa, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,4.5 triệu/m²,57583m²,"Đường Búng Gội, Xã Cửa Dương, Phú Quốc, Kiên Giang"
2021,Miền Nam,Đồng bằng sông Cửu Long,Vĩnh Long,1030 triệu,90m²,"Dự án Vĩnh Long New Town, Đường Số 1, Phường 5, Vĩnh Long, Vĩnh Long"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,15 triệu/m²,120m²,"Dự án E.City Tân Đức, Đường Tỉnh lộ 9, Thị trấn Đức Hòa, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,894 triệu,125m²,"Dự án Hải Sơn, Đường Tỉnh Lộ 10, Xã Đức Hoà Đông, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.51 tỷ,114m²,"Dự án KDC Tân Đô, Đường Tỉnh Lộ 10, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.12 tỷ,125m²,"Dự án E.City Tân Đức, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,7.62 tỷ,Không xác định,"Dự án Sonasea Villas & Resort, Xã Dương Tơ, Phú Quốc, Kiên Giang"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,2.46 tỷ,132m²,"Dự án T&T Long Hậu, Đường Số 1, Xã Long Hậu, Cần Giuộc, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Vĩnh Long,Thỏa thuận,100m²,"Dự án Vĩnh Long New Town, Vĩnh Long, Vĩnh Long"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,15 triệu/m²,Không xác định,"Dự án Hải Sơn, Đường Hải Sơn, Xã Đức Hoà Đông, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.44 tỷ,120m²,"Dự án Hải Sơn, Đường Tỉnh Lộ 10, Xã Đức Hoà Hạ, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.51 tỷ,130m²,"Dự án KDC Tân Đô, Đường Tỉnh Lộ 10, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,728 triệu,100m²,"Dự án KDC Tân Đô, Đường Tỉnh Lộ 10, Thị trấn Đức Hòa, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,894 triệu,100m²,"Dự án Hải Sơn, Đường Hải Sơn - Tân Đức, Xã Đức Hoà Hạ, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,Thỏa thuận,252m²,"Dự án Wyndham Garden Phú Quốc, Đường Bãi Trường, Xã Dương Tơ, Phú Quốc, Kiên Giang"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,15 triệu/m²,100m²,"Dự án Hải Sơn, Đường Hải Sơn, Xã Đức Hoà Hạ, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,4.2 tỷ,128m²,"Dự án Bella Villa, Đường Tỉnh lộ 824, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,894 triệu,100m²,"Xã Đức Hoà Hạ, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.57 tỷ,105m²,"Dự án KDC Tân Đô, Đường Trần Văn Giàu, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,3.23 tỷ,82.5m²,"Dự án Long Phú Residence, Đường Quốc lộ 1A, Thị trấn Bến Lức, Bến Lức, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,1086 triệu,80m²,"Đường Quốc Lộ 50, Xã Tân Kim, Cần Giuộc, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.51 tỷ,114m²,"Dự án KDC Tân Đô, Đường 10A, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,Thỏa thuận,120m²,"Dự án Phú Quốc Marina, Phú Quốc, Kiên Giang"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,15 triệu/m²,120m²,"Dự án E.City Tân Đức, Đường Tỉnh lộ 824, Xã Hựu Thạnh, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,134.4 tỷ,1000m²,"Đường Trần Hưng Đạo, Thị trấn Dương Đông, Phú Quốc, Kiên Giang"
2021,Miền Nam,Đồng bằng sông Cửu Long,Long An,806 triệu,115m²,"Dự án E.City Tân Đức, Đường Tỉnh lộ 9, Xã Đức Hoà Hạ, Đức Hòa, Long An"
2021,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,10.53 tỷ,104m²,"182, Đường Trần Phú, Thị trấn Dương Đông, Phú Quốc, Kiên Giang"
2021,Miền Nam,Đồng bằng sông Cửu Long,Vĩnh Long,937 triệu,90m²,"Dự án Vĩnh Long New Town, Vĩnh Long, Vĩnh Long"
2021,Miền Trung,Bắc Trung Bộ,Quảng Trị,Thỏa thuận,Không xác định,"Đông Hà, Quảng Trị"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Phú Yên,Thỏa thuận,154m²,"Tuy Hòa, Phú Yên"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,Thỏa thuận,125m²,"Đường Hoàng Minh Thảo, Phường Hòa Minh, Liên Chiểu, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,44.4 tỷ,1451m²,"Đường Hòa Bình, Phường Hàm Tiến, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,Thỏa thuận,100m²,"Dự án Hamubay, Phường Đức Long, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,2.64 tỷ,108m²,"Dự án Golden Bay, Cam Ranh, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,932 triệu,120m²,"Dự án KN Paradise Cam Ranh, Cam Ranh, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,15.9 triệu/m²,266m²,"Dự án Sunny Villa, Đường 706B, Phường Mũi Né, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,10.68 tỷ,185.2m²,"Đường Nguyễn Bá Ngọc, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,1.45 tỷ,108m²,"Dự án Golden Bay 2, Đường Nguyễn Tất Thành, Phường Cam Nghĩa, Cam Ranh, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,5.94 tỷ,109.7m²,"Đường Thủ Khoa Huân, Phường Phú Thủy, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,4.02 tỷ,79.1m²,"Kiệt ôtô 45, Phố Tôn Đức Thắng, Liên Chiểu, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,11.27 tỷ,418.52m²,"Dự án Mũi Né Summer Land Resort, Phường Mũi Né, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,12.5 triệu/m²,400m²,"Dự án Diamond Bay Phan Thiết, Đường Võ Nguyên Giáp, Phường Phú Hài, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,Thỏa thuận,1000m²,"Đường Huỳnh Thúc Kháng, Phường Mũi Né, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,18 triệu/m²,1000m²,"Đường Nguyễn Đình Chiểu, Phường Hàm Tiến, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Định,15 triệu/m²,90m²,"Dự án Khu đô thị sinh thái Nhơn Hội, Đường Quốc Lộ 19B, Xã Nhơn Hội, Quy Nhơn, Bình Định"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,594.0,1000mÂ²,"Ä�Æ°á»�ng 715, XÃ£ Thiá»‡n Nghiá»‡p, Phan Thiáº¿t, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,5.6 triệu/m²,27000m²,"Đường Nguyễn Hữu Thọ, Phường Mũi Né, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Định,1.2 tỷ,120m²,"Dự án FLC Quy Nhơn, Xã Nhơn Lý, Quy Nhơn, Bình Định"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,Thỏa thuận,100m²,"Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,16 triệu/m²,Không xác định,"Dự án Sentosa Villa, Đường Huỳnh Thúc Kháng, Phường Mũi Né, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Định,20 triệu/m²,126m²,"Dự án Khu đô thị sinh thái Nhơn Hội, Quy Nhơn, Bình Định"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,2.88 tỷ,120m²,"Dự án Para Grus, Đường Nguyễn Tất Thành, Cam Ranh, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,Thỏa thuận,Không xác định,"Dự án Golden Bay, Cam Ranh, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,116 triệu/m²,416m²,"Đường Dã Tượng, Phường Vĩnh Nguyên, Nha Trang, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,Thỏa thuận,110m²,"Dự án Hoàng Anh Lakeview Residence, Thanh Khê, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Định,5.34 tỷ,216m²,"Dự án FLC Quy Nhơn, Quy Nhơn, Bình Định"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,19 triệu/m²,120m²,"Dự án Para Grus, Cam Ranh, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,Thỏa thuận,108m²,"Dự án Golden Bay, Cam Ranh, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,Thỏa thuận,500m²,"Vạn Ninh, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,1.44 tỷ,37m²,"Dự án Hòa Bình Green Đà Nẵng, Sơn Trà, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,Thỏa thuận,148.64m²,"Dự án Mũi Né Summer Land Resort, Đường Võ Nguyên Giáp, Phường Phú Hài, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,Thỏa thuận,45m²,"Dự án Scenia Bay Nha Trang, Số 25 - 26 Đường Phạm Văn Đồng, Nha Trang, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,58 triệu/m²,247.72m²,"Phố Đặng Tất, Phường Vĩnh Hải, Nha Trang, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,70 triệu/m²,1000m²,"Dự án KĐT biển An Viên, Phường Vĩnh Trường, Nha Trang, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,Thỏa thuận,70m²,"Dự án VCN Phước Hải, Phường Phước Hải, Nha Trang, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,11.76 tỷ,160m²,"Dự án Dragon City Park, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,3.72 tỷ,100m²,"Đường Lê Văn Hiến, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,Thỏa thuận,58m²,"Dự án VCN Phước Hải, Phường Phước Hải, Nha Trang, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,Thỏa thuận,165m²,"Đường Nguyễn Tất Thành, Phường Hòa Minh, Liên Chiểu, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,1.32 tỷ,108m²,"Dự án Golden Bay 2, Đường Nguyễn Tất Thành, Phường Cam Nghĩa, Cam Ranh, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,5.8 triệu/m²,3450m²,"Đường ĐT 716, Phường Mũi Né, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,2.34 tỷ,Không xác định,"Dự án Hamubay, Phường Đức Long, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,31.2 tỷ,300m²,"Dự án One River, Ngũ Hành Sơn, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,10 triệu/m²,108m²,"Dự án Golden Bay, Đường Nguyễn Tất Thành, Cam Ranh, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Định,17 triệu/m²,80m²,"Dự án Khu đô thị sinh thái Nhơn Hội, Đường Quốc Lộ 19B, Xã Nhơn Hội, Quy Nhơn, Bình Định"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,4.26 tỷ,115m²,"Đường Đô Đốc Lân, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,450 triệu,105m²,"Đường Quốc lộ 1A, Cam Lâm, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,1080 triệu,1000m²,"Đường 715, Xã Thiện Nghiệp, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Định,17 triệu/m²,120m²,"Dự án FLC Quy Nhơn, Xã Nhơn Lý, Quy Nhơn, Bình Định"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,4.02 tỷ,75m²,"Đường Âu Cơ, Phường Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,540 triệu,1000m²,"Đường ĐT 719B, Xã Tiến Thành, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,366 triệu,150m²,"Đường Quốc lộ 1A, Ninh Hòa, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,18 triệu/m²,1350m²,"Đường Huỳnh Thúc Kháng, Phường Mũi Né, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,Thỏa thuận,83m²,"Đường Lê Đại, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,Thỏa thuận,70m²,"Số 61 Đường Vũ Trọng Phụng, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,1.85 triệu/m²,2000m²,"Đường Võ Nguyên Giáp, Xã Thiện Nghiệp, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,27.6 tỷ,300m²,"Dự án One River, Ngũ Hành Sơn, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,1.68 tỷ,120m²,"Dự án Golden Hills City, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,Thỏa thuận,60.7m²,"Dự án Virgo Nha Trang, Đường Nguyễn Thị Minh Khai, Phường Tân Lập, Nha Trang, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,1080 triệu,1000m²,"Đường ĐT 715, Xã Thiện Nghiệp, Phan Thiết, Bình Thuận"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,19 triệu/m²,120m²,"Dự án KN Paradise Cam Ranh, Cam Ranh, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,14.4 tỷ,154m²,"Dự án The Arena Cam Ranh, Đường Nguyễn Tất Thành, Cam Ranh, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,1.2 tỷ,168m²,"Dự án Golden Bay, Cam Ranh, Khánh Hòa"
2021,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,14 triệu/m²,Không xác định,"Dự án Diamond Bay Phan Thiết, Đường Võ Nguyên Giáp, Phường Phú Hài, Phan Thiết, Bình Thuận"
2021,Miền Trung,Tây Nguyên,Lâm Đồng,11 triệu/m²,600m²,"Đường Măng Lin, Đà Lạt, Lâm Đồng"
2022,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,Thỏa thuận,Không xác định,"Dự án Vinhomes Ocean Park Gia Lâm, Gia Lâm, Hà Nội"
2022,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,35.5 triệu/m²,200m²,"Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội"
